Size,Eval per Kernel,Repeat,Out of order,Dummy Time (ns),Compute Time (ns),Native Compute Time (ns)
524288,1,128,1,0.4256414771080017,0.5037070959806442,0.49974486231803894
524288,2,32,0,0.43767547607421875,0.508064329624176,0.5070339441299438
524288,2,32,1,0.43982434272766113,0.489838182926178,0.513270914554596
524288,2,64,0,0.4382875859737396,0.4882390797138214,0.49887385964393616
524288,2,64,1,0.4378775358200073,0.4845947027206421,0.5065771341323853
524288,2,128,0,0.4378782957792282,0.48273369669914246,0.5162298828363419
524288,2,128,1,0.4934377074241638,0.45124784111976624,0.43517477810382843
524288,3,32,0,0.43744999170303345,0.7034721970558167,0.6255969405174255
524288,3,32,1,0.4283793568611145,0.6951440572738647,0.8093003630638123
524288,3,64,0,0.4228055775165558,0.7013205289840698,0.6081928610801697
524288,3,64,1,0.3751894235610962,0.680686354637146,0.5823138356208801
524288,3,128,0,0.4386242479085922,0.7020792216062546,0.6027157306671143
524288,3,128,1,0.44800756871700287,0.6777730286121368,0.5770663768053055
524288,4,32,0,0.43880122900009155,0.9502235054969788,0.8134872317314148
524288,4,32,1,0.4273625612258911,0.9233831763267517,0.7709223031997681
524288,4,64,0,0.43397051095962524,1.0208478271961212,0.7987624108791351
524288,4,64,1,0.6097213327884674,1.0751071274280548,0.7614485621452332
524288,4,128,0,0.42259635031223297,0.9339418858289719,0.7870824486017227
524288,4,128,1,0.4394649863243103,0.8907064497470856,0.7376222610473633
524288,6,32,0,0.43803077936172485,1.4099429845809937,1.16396826505661
524288,6,32,1,0.43873506784439087,1.380977988243103,1.1333007216453552
524288,6,64,0,0.4376504421234131,1.3804768025875092,1.1317409574985504
524288,6,64,1,0.3510933220386505,1.4044097363948822,1.1237298846244812
524288,6,128,0,0.43706558644771576,1.399797946214676,1.1500565260648727
524288,6,128,1,0.4286644011735916,1.3778876066207886,1.1161095947027206
524288,8,32,0,0.4390717148780823,1.8840383291244507,1.538852035999298
524288,8,32,1,0.3748859763145447,1.8669268488883972,1.5035142302513123
524288,8,64,0,0.43326953053474426,1.8788383901119232,1.550931990146637
524288,8,64,1,0.436382919549942,1.8678108751773834,1.4989481568336487
524288,8,128,0,0.4217740297317505,1.8802230805158615,1.6004641503095627
524288,8,128,1,0.42508383095264435,1.8560554385185242,1.5255048424005508
524288,16,32,0,0.4244978427886963,3.8288926482200623,3.0581071376800537
524288,16,32,1,0.44528746604919434,3.7850406765937805,3.010989487171173
524288,16,64,0,0.42256075143814087,3.8117397129535675,3.0467665791511536
524288,16,64,1,0.4371900260448456,3.777287632226944,3.149813234806061
524288,16,128,0,0.43509939312934875,4.236075893044472,3.0446825325489044
524288,16,128,1,0.43787291646003723,3.7950535118579865,3.000727668404579
524288,32,32,0,0.6843357086181641,8.386321663856506,5.786144316196442
