Cores,Size (B),Time (ns),Inst,Cycle,Cache Ref,Cache Miss
5,33554432,0.550215,0.625001,1.93411,0.000135587,1.67854e-5
5,67108864,0.571221,0.625001,2.01104,0.000196916,3.58461e-5
5,134217728,0.545543,0.625,1.92762,0.000269167,3.86356e-5
6,8192,0.608719,0.629883,2.15757,2.53275e-6,2.36105e-7
6,16384,0.63757,0.627442,2.25649,2.23416e-6,2.43657e-7
6,32768,0.628648,0.626221,2.22555,1.99596e-6,2.44705e-7
6,65536,0.627642,0.625611,2.22905,1.81845e-6,2.41023e-7
6,131072,0.620482,0.625305,2.20201,2.38666e-6,2.77054e-7
6,524288,0.620348,0.625077,2.19874,2.01511e-6,2.70695e-7
6,1048576,0.628288,0.625038,2.22659,2.32727e-6,3.50716e-7
6,2097152,0.623831,0.625019,2.20991,4.69811e-6,8.05507e-7
6,3145728,0.618278,0.625013,2.19057,1.1617e-5,1.80053e-6
6,4194304,0.622272,0.62501,2.20498,2.04092e-5,3.24022e-6
6,5242880,0.624218,0.625008,2.21235,3.02506e-5,5.62901e-6
6,6291456,0.632043,0.625007,2.24757,4.03277e-5,1.00561e-5
6,7340032,0.630516,0.625006,2.24254,4.5439e-5,1.13711e-5
6,8388608,0.631809,0.625005,2.24858,5.02471e-5,1.17638e-5
6,10485760,0.626312,0.625004,2.23184,6.23395e-5,1.28695e-5
6,12582912,0.629714,0.625003,2.24437,7.40494e-5,1.34022e-5
6,14680064,0.632751,0.625003,2.24843,8.64311e-5,1.48226e-5
6,16777216,0.630706,0.625003,2.24364,8.38257e-5,1.48818e-5
6,33554432,0.628981,0.625001,2.23428,0.000152221,1.81446e-5
6,67108864,0.655097,0.625001,2.31046,0.000245312,4.40845e-5
6,134217728,0.619969,0.625001,2.20101,0.000279071,4.0644e-5
7,8192,0.780966,0.629883,2.78011,3.65158e-6,2.84475e-7
7,16384,0.917937,0.627442,3.25822,3.47231e-6,3.56857e-7
7,32768,0.911073,0.626221,3.2349,3.13063e-6,3.3059e-7
7,65536,0.910116,0.625611,3.22969,3.14263e-6,3.44575e-7
7,131072,0.916983,0.625305,3.25653,2.7951e-6,3.2346e-7
7,524288,0.8958,0.625077,3.17474,2.92514e-6,4.31552e-7
7,1048576,0.915886,0.625038,3.25535,5.51241e-6,5.71905e-7
7,2097152,0.916584,0.625019,3.25459,1.00353e-5,1.52382e-6
7,3145728,0.918971,0.625013,3.26395,2.06921e-5,3.50873e-6
7,4194304,0.898516,0.62501,3.17972,3.99488e-5,5.91826e-6
7,5242880,0.912299,0.625008,3.24244,5.24487e-5,9.45743e-6
7,6291456,0.909356,0.625007,3.23412,6.02395e-5,1.42945e-5
7,7340032,0.923841,0.625006,3.28784,8.12673e-5,1.68824e-5
7,8388608,0.921563,0.625005,3.28195,9.47952e-5,1.82251e-5
7,10485760,0.899396,0.625004,3.16555,0.000100317,1.6719e-5
7,12582912,0.886786,0.625004,3.03958,0.000109063,1.89729e-5
7,14680064,0.925639,0.625003,3.2895,0.000125839,2.05769e-5
7,16777216,0.913665,0.625003,3.24145,0.000131012,2.01557e-5
7,33554432,0.922869,0.625002,3.2717,0.000207692,3.36064e-5
7,67108864,0.905521,0.625001,3.21114,0.000271047,3.70933e-5
7,134217728,0.895293,0.625001,3.17943,0.000278566,5.8904e-5
8,8192,0.84079,0.629883,2.98855,3.65482e-6,3.43571e-7
8,16384,0.870365,0.627442,3.08876,3.38403e-6,3.59316e-7
8,32768,0.89452,0.626221,3.17431,2.756e-6,3.61571e-7
8,65536,0.888909,0.625611,3.15165,2.78121e-6,3.48737e-7
8,131072,0.889781,0.625305,3.15445,3.85688e-6,3.73286e-7
8,524288,0.900938,0.625077,3.19868,2.83145e-6,4.11063e-7
8,1048576,0.895329,0.625038,3.1768,4.14305e-6,5.75921e-7
