Cores,Size (B),Time (ns),Inst,Cycle,Cache Ref,Cache Miss
6,524288,0.0532325,0.250076,0.196871,1.53425e-6,2.11003e-10
6,1048576,0.100337,0.250038,0.370895,0.0205443,3.35422e-9
6,2097152,0.179946,0.250019,0.664444,0.0620911,0.000745969
6,3145728,0.210238,0.250013,0.77512,0.0618125,0.00720589
6,4194304,0.556836,0.25001,2.05266,0.0556797,0.0446871
6,5242880,0.663155,0.250008,2.44616,0.0533904,0.0478574
6,6291456,0.710758,0.250007,2.62019,0.0520012,0.0456134
6,7340032,0.767961,0.250006,2.83161,0.0503564,0.0467211
6,8388608,0.809037,0.250005,2.98327,0.049742,0.0467002
6,9437184,0.790145,0.250004,2.91377,0.0497079,0.0437419
6,10485760,0.807546,0.250004,2.97792,0.0495652,0.0447703
6,11534336,0.822395,0.250004,3.03317,0.0494244,0.045656
6,12582912,0.836651,0.250003,3.08642,0.0493158,0.0464554
6,13631488,0.845952,0.250003,3.12106,0.0492503,0.0469986
6,14680064,0.852551,0.250003,3.14618,0.0491982,0.0474525
6,15728640,0.858354,0.250003,3.16734,0.0491592,0.0478128
6,16777216,0.86264,0.250003,3.18363,0.0491319,0.0481022
6,33554432,0.879186,0.250001,3.24176,0.0490533,0.0490279
6,67108864,0.877914,0.250001,3.24006,0.0490878,0.049085
6,134217728,0.880395,0.250001,3.24912,0.0490852,0.049082
6,268435456,0.879156,0.25,3.24413,0.0491081,0.0491052
7,8192,0.0196928,0.254883,0.0728077,1.1496e-9,6.54836e-11
7,16384,0.0182888,0.252441,0.067575,4.48927e-9,9.45874e-11
7,32768,0.0176234,0.251221,0.065052,5.63887e-9,1.96451e-10
7,65536,0.0535472,0.25061,0.197101,9.78616e-9,9.45874e-11
7,131072,0.0532961,0.250305,0.196966,1.56288e-8,8.73115e-11
7,262144,0.0536312,0.250153,0.197103,3.62852e-8,1.60071e-10
7,524288,0.0533009,0.250076,0.196933,9.79708e-8,7.13044e-10
7,1048576,0.0993085,0.250038,0.366755,0.0186953,1.28784e-9
7,2097152,0.197098,0.250019,0.726507,0.0604741,0.00152205
7,3145728,0.255033,0.250013,0.940166,0.0610332,0.00994812
7,4194304,0.657928,0.25001,2.4252,0.0535553,0.0411412
7,5242880,0.819195,0.250008,3.01902,0.050785,0.0472559
7,6291456,0.85827,0.250007,3.16026,0.0500627,0.0464387
7,7340032,0.873483,0.250006,3.21675,0.049631,0.0418128
7,8388608,0.908133,0.250005,3.3425,0.0495248,0.0436016
7,9437184,0.930899,0.250004,3.43077,0.0494496,0.044815
7,10485760,0.953136,0.250004,3.5099,0.0493812,0.0459145
7,11534336,0.966763,0.250004,3.55997,0.0493267,0.0466165
7,12582912,0.978493,0.250003,3.60511,0.0493029,0.0472325
7,13631488,0.985765,0.250003,3.63378,0.049314,0.0476911
7,14680064,0.991984,0.250003,3.65598,0.0492733,0.0480129
7,15728640,0.997338,0.250003,3.67471,0.0492467,0.0482571
7,16777216,0.999956,0.250003,3.68584,0.0492864,0.0484941
7,33554432,1.01387,0.250001,3.73601,0.0492693,0.0492557
7,67108864,1.01485,0.250001,3.74185,0.049233,0.0492296
7,134217728,1.0153,0.250001,3.74276,0.0492543,0.0492508
7,268435456,1.0101,0.25,3.72212,0.0492727,0.0492692
8,8192,0.0198081,0.254883,0.0726673,1.30967e-9,5.82077e-11
8,16384,0.0184762,0.252441,0.0676044,2.31375e-9,7.27596e-12
8,32768,0.0177975,0.251221,0.0651084,5.76983e-9,1.38243e-10
8,65536,0.0538657,0.25061,0.19725,9.5024e-9,1.52795e-10
8,131072,0.0539728,0.250305,0.197112,1.78043e-8,1.74623e-10
8,262144,0.0539134,0.250153,0.197258,3.38405e-8,3.63798e-11
8,524288,0.0538478,0.250076,0.197046,1.09991e-7,4.1473e-10
8,1048576,0.100833,0.250038,0.369893,0.0176265,8.66858e-8
8,2097152,0.224488,0.250019,0.821478,0.0618397,0.00246378
8,3145728,0.270665,0.250013,0.990094,0.0604138,0.0081829
8,4194304,0.837808,0.25001,3.06338,0.0510712,0.0436861
8,5242880,0.933676,0.250008,3.40254,0.0506514,0.0446334
8,6291456,0.972339,0.250007,3.54156,0.0518157,0.0418023
8,7340032,1.02716,0.250006,3.74277,0.0512652,0.0439333
8,8388608,1.06443,0.250005,3.87932,0.0512228,0.0456178
8,9437184,1.08845,0.250005,3.96447,0.0512269,0.0468233
8,10485760,1.10772,0.250004,4.04162,0.0511759,0.0477339
8,11534336,1.12054,0.250004,4.08895,0.0512225,0.0483783
8,12582912,1.13199,0.250003,4.12831,0.0511741,0.0489196
8,13631488,1.14141,0.250003,4.16663,0.0511443,0.0493234
8,14680064,1.14776,0.250003,4.19548,0.0511545,0.0496616
8,15728640,1.15502,0.250003,4.21293,0.0511704,0.0499595
8,16777216,1.15894,0.250003,4.2379,0.0511578,0.0501832
8,33554432,1.17888,0.250001,4.29868,0.0511649,0.0511481
8,67108864,1.17696,0.250001,4.30352,0.0511478,0.0511427
8,134217728,1.17866,0.250001,4.2997,0.0511391,0.0511348
8,268435456,1.17185,0.25,4.27418,0.0511219,0.0511175
9,8192,0.0215025,0.254883,0.0773783,1.63709e-9,1.09139e-10
9,16384,0.0187718,0.252441,0.0675525,2.28465e-9,7.27596e-12
9,32768,0.0180749,0.251221,0.0650398,5.3551e-9,1.16415e-10
9,65536,0.0547368,0.25061,0.196969,8.63656e-9,2.18279e-11
9,131072,0.0547198,0.250305,0.196905,1.82918e-8,3.34694e-10
9,262144,0.0547286,0.250153,0.196939,3.73329e-8,1.74623e-10
9,524288,0.0547084,0.250076,0.196866,1.15215e-7,2.54659e-10
9,1048576,0.0918385,0.250038,0.330433,0.0125008,4.77303e-9
9,2097152,0.258186,0.250019,0.927934,0.0614539,0.00526239
9,3145728,0.276056,0.250013,0.991176,0.0605551,0.00553731
9,4194304,0.96263,0.25001,3.45553,0.0527085,0.0424784
9,5242880,1.03915,0.250008,3.72919,0.0539057,0.0409475
9,6291456,1.12068,0.250007,4.02014,0.0535663,0.0442333
9,7340032,1.17509,0.250006,4.21544,0.0528999,0.046055
9,8388608,1.21034,0.250005,4.34242,0.0529461,0.0475733
9,9437184,1.23554,0.250005,4.4333,0.0529383,0.048563
9,10485760,1.25663,0.250004,4.50919,0.0529591,0.0495004
9,11534336,1.27247,0.250004,4.56623,0.0529929,0.0502559
9,12582912,1.28234,0.250004,4.60196,0.0529564,0.0507149
9,13631488,1.29189,0.250003,4.63674,0.0529811,0.0511421
9,14680064,1.30111,0.250003,4.66991,0.0529539,0.0515197
9,15728640,1.3063,0.250003,4.68885,0.0529685,0.051786
9,16777216,1.31145,0.250003,4.70751,0.0529438,0.0519867
9,33554432,1.33282,0.250002,4.78428,0.0529606,0.052946
9,67108864,1.33368,0.250001,4.78669,0.0529743,0.0529696
9,134217728,1.33323,0.250001,4.78483,0.0529427,0.0529378
9,268435456,1.32714,0.25,4.76368,0.0529176,0.0529123
10,8192,0.0201941,0.254883,0.0726645,4.27826e-9,1.16415e-10
10,16384,0.0187873,0.252441,0.0676025,3.89991e-9,1.45519e-11
10,32768,0.0181012,0.251221,0.0651326,6.2646e-9,1.30967e-10
10,65536,0.0547915,0.25061,0.197156,1.49084e-8,2.25555e-10
10,131072,0.0547496,0.250305,0.197007,3.47063e-8,2.76486e-10
10,262144,0.054758,0.250153,0.197039,1.5986e-7,3.71074e-10
10,524288,0.0551312,0.250076,0.198378,1.48106e-5,8.07631e-10
10,1048576,0.114964,0.250038,0.413613,0.0238551,3.25315e-7
10,2097152,0.282102,0.250019,1.01347,0.061248,0.00504064
10,3145728,0.855378,0.250013,3.07061,0.054616,0.035193
10,4194304,1.07635,0.25001,3.86233,0.0556196,0.0386161
10,5242880,1.2084,0.250008,4.33561,0.0554053,0.0436129
10,6291456,1.2935,0.250007,4.63845,0.0549602,0.0466594
10,7340032,1.348,0.250006,4.83452,0.054438,0.0483388
10,8388608,1.3836,0.250005,4.96272,0.0543695,0.0497405
10,9437184,1.4108,0.250005,5.06065,0.0543966,0.0507574
10,10485760,1.43031,0.250004,5.13092,0.0543681,0.0514689
10,11534336,1.44651,0.250004,5.18938,0.0544038,0.0521874
10,12582912,1.45829,0.250004,5.23218,0.0543853,0.0525918
10,13631488,1.46926,0.250003,5.27114,0.0543405,0.0530307
10,14680064,1.47379,0.250003,5.28739,0.0543687,0.0532758
10,15728640,1.47999,0.250003,5.3103,0.0543859,0.0535578
10,16777216,1.49167,0.250003,5.3523,0.0543767,0.0537557
10,33554432,1.50298,0.250002,5.3922,0.0543813,0.0543718
10,67108864,1.5025,0.250001,5.39052,0.0543703,0.054365
10,134217728,1.5021,0.250001,5.38901,0.0543384,0.0543328
10,268435456,1.49682,0.250001,5.3701,0.0543153,0.0543094
